id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed
5298;41;blue-collar;divorced;basic.6y;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
19830;49;admin.;married;high.school;no;yes;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
38356;36;admin.;married;university.degree;no;no;no;cellular;oct;fri;1;999;2;failure;-3.4;92.431;-26.9;0.739;5017.5
24779;36;blue-collar;married;basic.4y;no;no;no;cellular;nov;tue;5;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
32004;37;blue-collar;married;basic.6y;unknown;no;no;cellular;may;thu;2;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1
36831;52;self-employed;married;university.degree;no;yes;no;cellular;jun;mon;1;3;1;success;-2.9;92.963;-40.8;1.26;5076.2
2080;40;housemaid;single;university.degree;no;no;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
33174;48;blue-collar;single;basic.4y;no;yes;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
29261;36;technician;married;professional.course;unknown;no;no;cellular;apr;fri;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
31926;44;blue-collar;married;basic.6y;no;no;no;cellular;may;thu;2;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1
16336;35;housemaid;married;basic.4y;no;no;yes;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
1974;26;blue-collar;single;high.school;no;no;no;telephone;may;fri;4;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
5037;42;blue-collar;married;basic.4y;unknown;no;no;telephone;may;wed;8;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
32594;34;services;married;high.school;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
23447;47;technician;married;university.degree;no;yes;no;cellular;aug;wed;7;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
30998;57;blue-collar;married;basic.4y;no;no;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1
1332;39;unemployed;married;university.degree;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
12258;43;management;married;university.degree;no;no;yes;telephone;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.966;5228.1
18114;35;admin.;married;high.school;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
29535;57;management;divorced;university.degree;unknown;no;no;cellular;apr;mon;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
40395;48;admin.;divorced;university.degree;no;no;no;cellular;aug;thu;3;3;6;success;-1.7;94.027;-38.3;0.904;4991.6
38089;38;admin.;single;university.degree;unknown;yes;no;cellular;sep;wed;1;3;1;success;-3.4;92.379;-29.8;0.768;5017.5
7203;31;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
31121;30;blue-collar;divorced;high.school;unknown;no;no;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1
39819;35;technician;single;professional.course;no;no;no;telephone;jun;tue;1;999;0;nonexistent;-1.7;94.055;-39.8;0.713;4991.6
35307;29;admin.;single;university.degree;no;yes;no;cellular;may;fri;5;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1
37712;62;admin.;married;university.degree;no;no;no;cellular;aug;thu;1;999;1;failure;-2.9;92.201;-31.4;0.851;5076.2
29592;34;admin.;divorced;university.degree;no;no;yes;cellular;apr;mon;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
13433;32;admin.;single;university.degree;no;no;no;telephone;jul;wed;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
31152;43;blue-collar;married;basic.4y;unknown;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
6892;46;retired;married;university.degree;no;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
11294;37;blue-collar;married;professional.course;no;no;no;telephone;jun;thu;7;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
14686;33;blue-collar;divorced;basic.9y;unknown;no;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
30915;39;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1;12;1;success;-1.8;92.893;-46.2;1.344;5099.1
9885;24;self-employed;single;university.degree;no;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
5995;41;blue-collar;divorced;basic.9y;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
23032;57;retired;married;basic.9y;no;no;no;cellular;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
16229;35;admin.;married;university.degree;unknown;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
27331;38;blue-collar;married;basic.6y;unknown;yes;yes;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8
23897;32;technician;single;high.school;no;yes;no;cellular;aug;fri;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
26731;35;self-employed;single;professional.course;no;yes;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
10744;57;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;tue;5;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
31005;35;blue-collar;divorced;basic.9y;no;yes;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1
20457;60;services;married;high.school;unknown;no;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
21766;30;technician;single;professional.course;no;yes;no;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
27218;41;technician;married;university.degree;no;yes;yes;cellular;nov;fri;1;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8
35283;29;admin.;single;high.school;no;unknown;unknown;cellular;may;fri;8;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1
19519;43;admin.;single;university.degree;no;no;yes;cellular;aug;thu;3;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
6212;28;blue-collar;married;basic.6y;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
33471;50;blue-collar;married;basic.9y;unknown;no;yes;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
14314;36;blue-collar;married;basic.9y;no;yes;yes;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
33507;32;services;married;high.school;no;no;no;cellular;may;tue;4;1;2;success;-1.8;92.893;-46.2;1.291;5099.1
8600;49;housemaid;divorced;basic.6y;no;yes;no;telephone;jun;wed;3;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
38712;41;admin.;married;university.degree;no;no;no;telephone;nov;tue;2;3;1;success;-3.4;92.649;-30.1;0.715;5017.5
7983;33;services;single;university.degree;unknown;no;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1
38990;54;blue-collar;married;high.school;no;no;no;cellular;dec;mon;1;999;0;nonexistent;-3.0;92.713;-33.0;0.717;5023.5
25173;38;admin.;married;high.school;unknown;yes;yes;cellular;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
39793;59;retired;divorced;professional.course;no;no;no;telephone;jun;tue;1;999;1;failure;-1.7;94.055;-39.8;0.702;4991.6
21940;32;admin.;single;university.degree;no;no;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
3361;44;blue-collar;married;basic.4y;no;no;yes;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
25821;31;admin.;married;university.degree;no;yes;no;cellular;nov;wed;2;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
14483;36;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
23281;52;technician;married;high.school;no;yes;no;cellular;aug;wed;14;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
8484;46;unemployed;married;basic.9y;unknown;no;no;telephone;jun;tue;7;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
6296;38;admin.;married;university.degree;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
17304;45;blue-collar;married;basic.4y;no;no;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
2238;36;blue-collar;single;basic.4y;no;yes;no;telephone;may;mon;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
2066;37;admin.;married;university.degree;unknown;yes;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
11232;47;management;married;basic.9y;unknown;unknown;unknown;telephone;jun;thu;4;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
998;57;technician;married;basic.9y;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
36705;25;technician;single;basic.9y;no;yes;no;cellular;jun;fri;2;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2
3917;37;blue-collar;single;professional.course;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
5741;42;blue-collar;married;unknown;no;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
36288;36;management;married;university.degree;no;unknown;unknown;telephone;jun;mon;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2
24168;41;admin.;married;high.school;no;no;no;cellular;nov;mon;1;999;1;failure;-0.1;93.2;-42.0;4.191;5195.8
22867;29;admin.;single;university.degree;no;yes;no;cellular;aug;mon;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
15184;35;technician;married;professional.course;no;yes;yes;cellular;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1
17663;26;admin.;single;university.degree;no;no;no;telephone;jul;mon;7;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
18141;51;technician;married;professional.course;no;yes;no;cellular;jul;wed;3;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
1861;31;services;married;high.school;no;yes;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
16601;39;services;married;high.school;unknown;yes;no;cellular;jul;wed;4;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
40391;26;unemployed;single;university.degree;no;yes;no;cellular;aug;thu;1;3;3;success;-1.7;94.027;-38.3;0.904;4991.6
9250;34;blue-collar;married;basic.4y;no;no;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
583;24;technician;single;professional.course;no;no;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
23145;32;technician;single;professional.course;no;yes;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
7878;38;technician;married;basic.9y;no;no;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1
7534;26;technician;married;professional.course;no;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
7761;27;blue-collar;married;basic.9y;unknown;no;yes;telephone;may;fri;5;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
9301;53;admin.;married;basic.9y;no;no;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
2915;51;technician;married;professional.course;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
35811;58;management;divorced;university.degree;no;yes;no;telephone;may;mon;9;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
8461;41;blue-collar;married;basic.4y;no;no;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
12748;29;admin.;single;high.school;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
35589;47;services;married;high.school;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
16896;50;unemployed;married;professional.course;unknown;yes;yes;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
32303;38;admin.;single;university.degree;no;yes;no;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1
32141;37;blue-collar;married;high.school;no;yes;no;cellular;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1
40551;44;admin.;single;high.school;no;yes;no;telephone;aug;tue;1;999;0;nonexistent;-1.7;94.027;-38.3;0.886;4991.6
4067;37;housemaid;married;high.school;no;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
39865;27;student;single;university.degree;no;no;yes;cellular;jun;mon;2;3;4;success;-1.7;94.055;-39.8;0.72;4991.6
8601;53;technician;married;professional.course;unknown;yes;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
35470;38;technician;single;professional.course;no;yes;yes;cellular;may;mon;9;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
37566;55;retired;married;basic.4y;no;yes;no;cellular;aug;fri;1;3;1;success;-2.9;92.201;-31.4;0.869;5076.2
1166;42;services;married;professional.course;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
40170;54;retired;single;basic.4y;no;yes;no;cellular;jul;thu;4;999;0;nonexistent;-1.7;94.215;-40.3;0.846;4991.6
13536;46;admin.;divorced;university.degree;unknown;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
9519;31;blue-collar;single;unknown;no;yes;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
5198;47;management;married;basic.4y;unknown;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
25730;32;blue-collar;single;high.school;no;unknown;unknown;cellular;nov;wed;2;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
39725;45;technician;single;university.degree;no;no;no;cellular;may;tue;2;999;1;failure;-1.8;93.876;-40.0;0.697;5008.7
18103;40;unemployed;divorced;university.degree;no;yes;no;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
12883;44;blue-collar;single;university.degree;unknown;yes;yes;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
215;39;housemaid;married;basic.4y;unknown;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
36597;25;services;single;high.school;no;yes;no;cellular;jun;thu;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
33562;48;admin.;divorced;university.degree;no;no;no;telephone;may;tue;5;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
17029;52;blue-collar;married;basic.9y;unknown;yes;no;cellular;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
39898;41;entrepreneur;married;university.degree;no;yes;no;telephone;jun;fri;1;999;0;nonexistent;-1.7;94.055;-39.8;0.732;4991.6
29246;29;services;single;high.school;no;no;no;cellular;apr;fri;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
14528;39;blue-collar;married;unknown;unknown;yes;yes;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
19460;32;technician;married;university.degree;no;yes;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
29069;47;technician;divorced;university.degree;no;no;no;cellular;apr;fri;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
10455;44;blue-collar;married;basic.4y;no;yes;no;telephone;jun;mon;25;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1
24347;58;retired;married;high.school;no;yes;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8
21266;42;technician;married;university.degree;unknown;yes;no;cellular;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
87;39;admin.;married;university.degree;no;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
39098;46;technician;married;professional.course;no;yes;no;telephone;dec;mon;1;999;0;nonexistent;-3.0;92.713;-33.0;0.706;5023.5
2983;32;blue-collar;single;basic.9y;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
30941;41;blue-collar;married;basic.4y;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
29881;43;technician;divorced;professional.course;unknown;yes;no;telephone;apr;mon;5;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1
18663;59;services;married;high.school;no;yes;no;cellular;jul;thu;5;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
13377;34;management;married;university.degree;unknown;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
2442;55;retired;married;basic.6y;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
38685;54;admin.;married;university.degree;no;yes;no;cellular;nov;fri;2;999;0;nonexistent;-3.4;92.649;-30.1;0.716;5017.5
11128;43;services;married;high.school;no;yes;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
23737;55;unknown;married;unknown;unknown;yes;no;cellular;aug;thu;4;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1
5200;44;self-employed;married;university.degree;unknown;unknown;unknown;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
35492;45;blue-collar;single;high.school;unknown;yes;no;cellular;may;mon;6;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1
37275;41;admin.;married;high.school;no;no;no;cellular;aug;mon;1;999;0;nonexistent;-2.9;92.201;-31.4;0.884;5076.2
2860;41;management;married;university.degree;unknown;yes;no;telephone;may;wed;8;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
27312;45;blue-collar;married;basic.9y;no;no;no;cellular;nov;fri;2;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8
17194;48;admin.;single;high.school;no;yes;yes;telephone;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
11697;52;technician;married;university.degree;unknown;no;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
4734;36;technician;married;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
38514;71;retired;married;basic.4y;no;no;no;cellular;oct;tue;1;999;0;nonexistent;-3.4;92.431;-26.9;0.728;5017.5
33082;30;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
17774;43;admin.;married;university.degree;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
19376;50;admin.;married;university.degree;no;no;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1
25231;57;admin.;married;university.degree;no;no;yes;cellular;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
33466;22;blue-collar;married;basic.9y;no;unknown;unknown;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1
9354;41;management;married;unknown;no;yes;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
1939;35;self-employed;married;professional.course;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
9808;30;housemaid;married;high.school;unknown;no;no;telephone;jun;wed;5;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
30744;34;blue-collar;married;high.school;no;yes;no;cellular;may;tue;1;3;2;success;-1.8;92.893;-46.2;1.344;5099.1
12944;48;technician;divorced;professional.course;no;yes;no;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
30442;42;services;married;high.school;no;no;no;cellular;may;mon;2;999;0;nonexistent;-1.8;92.893;-46.2;1.354;5099.1
36623;26;student;single;university.degree;no;yes;no;cellular;jun;thu;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
9830;36;blue-collar;divorced;high.school;no;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
23512;41;technician;divorced;professional.course;no;yes;no;cellular;aug;thu;6;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1
18284;32;admin.;married;university.degree;no;yes;no;telephone;jul;wed;8;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
38759;38;admin.;married;university.degree;no;no;no;telephone;nov;thu;1;13;1;success;-3.4;92.649;-30.1;0.714;5017.5
847;34;admin.;single;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
3728;47;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
9330;40;self-employed;married;basic.4y;unknown;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
25781;31;technician;married;basic.9y;no;yes;no;cellular;nov;wed;5;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
35902;27;admin.;married;university.degree;no;no;yes;telephone;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.264;5099.1
644;36;technician;single;professional.course;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
39246;38;services;married;high.school;no;yes;no;cellular;mar;thu;1;999;0;nonexistent;-1.8;93.369;-34.8;0.65;5008.7
30752;41;blue-collar;divorced;basic.9y;no;yes;no;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
39965;35;management;married;university.degree;no;yes;no;cellular;jun;mon;3;999;0;nonexistent;-1.7;94.055;-39.8;0.754;4991.6
29555;40;admin.;divorced;university.degree;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
37747;24;student;single;high.school;no;yes;no;cellular;aug;fri;1;6;4;failure;-2.9;92.201;-31.4;0.849;5076.2
1323;49;technician;married;professional.course;no;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
21961;31;technician;married;university.degree;no;unknown;unknown;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
20566;52;services;married;basic.4y;no;yes;no;cellular;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
40624;76;retired;married;basic.4y;no;yes;no;cellular;sep;mon;1;999;2;failure;-1.1;94.199;-37.5;0.882;4963.6
19116;42;technician;divorced;university.degree;no;yes;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
9799;40;admin.;single;university.degree;no;yes;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
20744;48;admin.;married;high.school;no;yes;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
40358;21;student;single;high.school;no;yes;no;cellular;aug;tue;3;9;2;success;-1.7;94.027;-38.3;0.899;4991.6
14358;32;blue-collar;married;basic.9y;no;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
36808;23;admin.;single;high.school;no;no;no;cellular;jun;mon;1;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2
31428;36;technician;single;professional.course;unknown;yes;no;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
18298;42;blue-collar;married;basic.4y;no;no;no;cellular;jul;wed;10;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
9130;54;technician;married;university.degree;unknown;no;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
21496;47;housemaid;married;basic.4y;unknown;no;yes;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
28869;29;blue-collar;single;basic.6y;no;yes;yes;cellular;apr;thu;1;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1
25004;51;admin.;married;high.school;no;no;yes;cellular;nov;tue;2;999;1;failure;-0.1;93.2;-42.0;4.153;5195.8
28542;56;blue-collar;married;basic.9y;unknown;no;yes;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.415;5099.1
7404;48;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;5;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
35387;33;technician;single;university.degree;no;no;no;cellular;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1
624;30;blue-collar;single;unknown;no;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
39722;79;retired;married;basic.9y;no;yes;yes;cellular;may;mon;1;999;1;failure;-1.8;93.876;-40.0;0.697;5008.7
7957;36;management;married;university.degree;no;no;no;telephone;jun;mon;7;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1
17416;47;blue-collar;married;professional.course;no;yes;yes;cellular;jul;mon;4;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
7649;37;blue-collar;married;basic.9y;unknown;yes;yes;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
33114;30;self-employed;married;professional.course;no;no;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
38065;83;retired;married;unknown;no;yes;no;cellular;sep;mon;2;999;0;nonexistent;-3.4;92.379;-29.8;0.771;5017.5
32404;34;management;single;university.degree;no;no;no;cellular;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1
15679;46;management;single;university.degree;no;yes;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
34757;42;blue-collar;married;unknown;unknown;no;yes;cellular;may;thu;3;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1
33256;32;blue-collar;single;high.school;no;yes;yes;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1
28415;46;technician;single;basic.9y;no;no;no;cellular;apr;thu;2;999;1;failure;-1.8;93.075;-47.1;1.435;5099.1
8607;33;unemployed;married;basic.9y;no;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
8757;58;blue-collar;married;professional.course;unknown;no;yes;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
16694;39;housemaid;single;basic.4y;unknown;no;no;telephone;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
7101;40;technician;married;basic.4y;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
21092;54;blue-collar;married;basic.4y;no;yes;no;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
